SL,project_name,migration_direction,prompt_mode,set_folder_name,fold_name,model_name,avg_cosine_similarity,max_cosine_similarity,avg_crystal_bleu,max_crystal_bleu
191,btraceio_btrace,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.86,0.86,0.54,0.54
192,btraceio_btrace,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.81,0.81,0.70,0.70
193,fiji_cookbook,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.86,0.86,0.80,0.80
194,fiji_cookbook,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,1.00,1.00,1.00,1.00
195,imglib_imglib2,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.95,0.95,1.00,1.00
196,imglib_imglib2,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.90,0.90,0.48,0.48
197,jeremylong_DependencyCheck,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.48,0.48,0.23,0.23
198,jeremylong_DependencyCheck,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.24,0.24,0.03,0.03
199,miho_VTCC,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.87,0.87,0.76,0.76
200,miho_VTCC,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.92,0.92,0.76,0.76
201,ralscha_xodus-queue,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.98,0.98,0.94,0.94
202,ralscha_xodus-queue,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.70,0.70,0.78,0.78
203,spring-cloud_spring-cloud-zookeeper,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.97,0.97,0.90,0.90
204,spring-cloud_spring-cloud-zookeeper,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.77,0.77,0.44,0.44
205,thepieterdc_dodona-plugin-jetbrains,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.95,0.95,0.90,0.90
206,thepieterdc_dodona-plugin-jetbrains,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.80,0.80,0.44,0.44
207,xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.80,0.80,0.53,0.53
208,xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.78,0.78,0.80,0.80
209,xuxueli_xxl-job,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,0.99,0.99,0.97,0.97
210,xuxueli_xxl-job,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_07,gemma3_12b,1.00,1.00,1.00,1.00
211,AxonIQ_axonserver-connector-java,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.97,0.97,0.92,0.92
212,AxonIQ_axonserver-connector-java,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.91,0.91,0.77,0.77
213,fiji_VIB-lib,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.94,0.94,0.64,0.64
214,fiji_VIB-lib,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,1.00,1.00,0.94,0.94
215,jakubplichta_git-changelog-maven-plugin,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.89,0.89,0.89,0.89
216,jakubplichta_git-changelog-maven-plugin,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.94,0.94,0.83,0.83
217,knowm_Yank,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.87,0.87,0.67,0.67
218,knowm_Yank,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.44,0.44,0.65,0.65
219,linkedin_avro-util,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.99,0.99,0.99,0.99
220,linkedin_avro-util,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.77,0.77,0.29,0.29
221,msmobility_silo,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,1.00,1.00,0.98,0.98
222,msmobility_silo,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.87,0.87,0.89,0.89
223,neo4j-contrib_neo4j-jdbc,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.84,0.84,0.75,0.75
224,neo4j-contrib_neo4j-jdbc,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.92,0.92,0.80,0.80
225,nkonev_blog,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.79,0.79,0.47,0.47
226,nkonev_blog,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.03,0.03,0.03,0.03
227,parse-community_Parse-SDK-Android,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.92,0.92,0.71,0.71
228,parse-community_Parse-SDK-Android,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.87,0.87,0.69,0.69
229,qlefevre_crud-admin-spring-boot-starter,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.89,0.89,0.82,0.82
230,qlefevre_crud-admin-spring-boot-starter,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.88,0.88,0.68,0.68
231,reaktivity_nukleus-http.java,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.99,0.99,0.96,0.96
232,reaktivity_nukleus-http.java,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.95,0.95,0.89,0.89
233,societe-generale_arch-unit-build-plugin-core,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.85,0.85,0.56,0.56
234,societe-generale_arch-unit-build-plugin-core,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.51,0.51,0.52,0.52
235,tsjensen_sercoll,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.82,0.82,0.43,0.43
236,tsjensen_sercoll,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.57,0.57,0.74,0.74
237,typetools_guava,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.85,0.85,0.88,0.88
238,typetools_guava,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.77,0.77,0.96,0.96
239,utarwyn_SuperJukebox,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.86,0.86,0.64,0.64
240,utarwyn_SuperJukebox,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_08,gemma3_12b,0.83,0.83,0.57,0.57
241,ConsensusJ_consensusj,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.91,0.91,0.84,0.84
242,ConsensusJ_consensusj,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.97,0.97,0.76,0.76
243,PojavLauncherTeam_PojavLauncher,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.90,0.90,0.61,0.61
244,PojavLauncherTeam_PojavLauncher,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.52,0.52,0.64,0.64
245,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.94,0.94,0.82,0.82
246,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.96,0.96,0.88,0.88
247,billthefarmer_currency,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.95,0.95,0.89,0.89
248,billthefarmer_currency,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.92,0.92,0.75,0.75
249,billthefarmer_editor,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.80,0.80,0.65,0.65
250,billthefarmer_editor,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,1.00,1.00,0.91,0.91
251,ical4j_ical4j-connector,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.89,0.89,0.78,0.78
252,ical4j_ical4j-connector,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.54,0.54,0.44,0.44
253,jbee_silk,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.97,0.97,0.94,0.94
254,jbee_silk,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.57,0.57,0.32,0.32
255,komoot_photon,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.90,0.90,0.75,0.75
256,komoot_photon,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.23,0.23,0.07,0.07
257,line_decaton,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.99,0.99,0.97,0.97
258,line_decaton,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.91,0.91,0.88,0.88
259,minio_minio-java,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.87,0.87,0.66,0.66
260,minio_minio-java,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.71,0.71,0.37,0.37
261,orien_bean-matchers,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.78,0.78,0.55,0.55
262,orien_bean-matchers,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.77,0.77,0.72,0.72
263,spigotplugins_fakeplayer,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.84,0.84,0.59,0.59
264,spigotplugins_fakeplayer,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,1.00,1.00,1.00,1.00
265,tdf_odftoolkit,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.86,0.86,0.80,0.80
266,tdf_odftoolkit,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.82,0.82,0.56,0.56
267,tsandmann_ct-sim,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.76,0.76,0.51,0.51
268,tsandmann_ct-sim,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.55,0.55,0.48,0.48
269,wcm-io-devops_conga-sling-plugin,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.95,0.95,0.83,0.83
270,wcm-io-devops_conga-sling-plugin,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_09,gemma3_12b,0.95,0.95,0.82,0.82
271,JodaOrg_joda-time,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.88,0.88,0.77,0.77
272,JodaOrg_joda-time,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.28,0.28,0.33,0.33
273,OSGeo_PROJ-JNI,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.92,0.92,0.73,0.73
274,OSGeo_PROJ-JNI,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.90,0.90,0.80,0.80
275,OpenLiberty_ci.maven,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.61,0.61,0.61,0.61
276,OpenLiberty_ci.maven,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.36,0.36,0.62,0.62
277,Sandec_JMemoryBuddy,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.94,0.94,0.91,0.91
278,Sandec_JMemoryBuddy,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.89,0.89,0.71,0.71
279,Twasi_twasi-core,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.94,0.94,0.83,0.83
280,Twasi_twasi-core,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.56,0.56,0.47,0.47
281,agateau_pixelwheels,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.94,0.94,0.85,0.85
282,agateau_pixelwheels,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.65,0.65,0.51,0.51
283,apache_dubbo-spi-extensions,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.93,0.93,0.85,0.85
284,apache_dubbo-spi-extensions,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.72,0.72,0.59,0.59
285,apache_maven-enforcer,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.95,0.95,0.98,0.98
286,apache_maven-enforcer,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.78,0.78,0.59,0.59
287,cdk_cdk,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.73,0.73,0.53,0.53
288,cdk_cdk,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.51,0.51,0.23,0.23
289,constellation-app_constellation,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.81,0.81,0.58,0.58
290,constellation-app_constellation,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.34,0.34,0.42,0.42
291,encircled_Joiner,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.98,0.98,0.95,0.95
292,encircled_Joiner,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.80,0.80,0.71,0.71
293,jboss_tyr,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,1.00,1.00,1.00,1.00
294,jboss_tyr,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.75,0.75,0.65,0.65
295,jwtk_jjwt,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.77,0.77,0.62,0.62
296,jwtk_jjwt,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.69,0.69,0.55,0.55
297,saucelabs_ci-sauce,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.95,0.95,0.77,0.77
298,saucelabs_ci-sauce,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.81,0.81,0.63,0.63
299,vert-x3_vertx-bridge-common,travis_to_gha,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.93,0.93,0.68,0.68
300,vert-x3_vertx-bridge-common,gha_to_travis,fine-tuned,Set_90_10,Set_90_10_V_10,gemma3_12b,0.36,0.36,0.34,0.34
301,AtomGraph_Processor,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.89,0.89,0.69,0.69
302,AtomGraph_Processor,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.89,0.89,0.67,0.67
303,AtomGraph_Processor,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.66,0.66,0.45,0.45
304,AtomGraph_Processor,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.87,0.87,0.60,0.60
305,AtomGraph_Processor,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.81,0.81,0.67,0.67
306,AtomGraph_Processor,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.81,0.81,0.75,0.75
307,AtomGraph_Processor,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.75,0.75,0.59,0.59
308,AtomGraph_Processor,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.24,0.24,0.11,0.11
309,AuScope_NVCLAnalyticalServices,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.57,0.57,0.28,0.28
310,AuScope_NVCLAnalyticalServices,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.74,0.74,0.38,0.38
311,AuScope_NVCLAnalyticalServices,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.26,0.26
312,AuScope_NVCLAnalyticalServices,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.61,0.61,0.24,0.24
313,AuScope_NVCLAnalyticalServices,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.08,0.08,0.06,0.06
314,AuScope_NVCLAnalyticalServices,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.73,0.73,0.41,0.41
315,AuScope_NVCLAnalyticalServices,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.20,0.20,0.06,0.06
316,AuScope_NVCLAnalyticalServices,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.25,0.25,0.07,0.07
317,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.74,0.74,0.48,0.48
318,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.80,0.80,0.53,0.53
319,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.41,0.41,0.23,0.23
320,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.63,0.63,0.26,0.26
321,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.59,0.59,0.24,0.24
322,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.84,0.84,0.71,0.71
323,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.16,0.16,0.08,0.08
324,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.56,0.56,0.13,0.13
325,BombusMod_BombusMod,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.77,0.77,0.51,0.51
326,BombusMod_BombusMod,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.67,0.67,0.52,0.52
327,BombusMod_BombusMod,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.27,0.27
328,BombusMod_BombusMod,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.65,0.65,0.34,0.34
329,BombusMod_BombusMod,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.27,0.27,0.16,0.16
330,BombusMod_BombusMod,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.63,0.63,0.48,0.48
331,BombusMod_BombusMod,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.17,0.17,0.10,0.10
332,BombusMod_BombusMod,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.22,0.22,0.13,0.13
333,CST-Group_cst,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.65,0.65,0.38,0.38
334,CST-Group_cst,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.77,0.77,0.50,0.50
335,CST-Group_cst,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.57,0.57,0.35,0.35
336,CST-Group_cst,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.64,0.64,0.50,0.50
337,CST-Group_cst,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.44,0.44,0.40,0.40
338,CST-Group_cst,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.49,0.49,0.53,0.53
339,CST-Group_cst,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.13,0.13,0.05,0.05
340,CST-Group_cst,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.29,0.29,0.21,0.21
341,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.75,0.75,0.57,0.57
342,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.72,0.72,0.56,0.56
343,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.61,0.61,0.34,0.34
344,CodelyTV_java-basic-skeleton,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.59,0.59,0.33,0.33
345,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.07,0.07,0.09,0.09
346,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.88,0.88,0.80,0.80
347,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.40,0.40
348,CodelyTV_java-basic-skeleton,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.39,0.39,0.18,0.18
349,ConsensusJ_consensusj,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.78,0.78,0.64,0.64
350,ConsensusJ_consensusj,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.77,0.77,0.67,0.67
351,ConsensusJ_consensusj,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.71,0.71,0.41,0.41
352,ConsensusJ_consensusj,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.66,0.66,0.43,0.43
353,ConsensusJ_consensusj,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.48,0.48,0.28,0.28
354,ConsensusJ_consensusj,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.77,0.77,0.64,0.64
355,ConsensusJ_consensusj,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.41,0.41,0.26,0.26
356,ConsensusJ_consensusj,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.25,0.25,0.13,0.13
357,Coolerfall_Android-HttpDownloadManager,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.76,0.76,0.41,0.41
358,Coolerfall_Android-HttpDownloadManager,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.78,0.78,0.48,0.48
359,Coolerfall_Android-HttpDownloadManager,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.19,0.19
360,Coolerfall_Android-HttpDownloadManager,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.66,0.66,0.35,0.35
361,Coolerfall_Android-HttpDownloadManager,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.08,0.08,0.08,0.08
362,Coolerfall_Android-HttpDownloadManager,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.34,0.34,0.44,0.44
363,Coolerfall_Android-HttpDownloadManager,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.16,0.16,0.12,0.12
364,Coolerfall_Android-HttpDownloadManager,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.28,0.28,0.12,0.12
365,FasterXML_jackson-jr,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.84,0.84,0.66,0.66
366,FasterXML_jackson-jr,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.93,0.93,0.82,0.82
367,FasterXML_jackson-jr,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.24,0.24
368,FasterXML_jackson-jr,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.68,0.68,0.38,0.38
369,FasterXML_jackson-jr,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.41,0.41,0.17,0.17
370,FasterXML_jackson-jr,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.73,0.73,0.47,0.47
371,FasterXML_jackson-jr,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.29,0.29,0.11,0.11
372,FasterXML_jackson-jr,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.47,0.47,0.14,0.14
373,Gepardec_Hogarama,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.74,0.74,0.66,0.66
374,Gepardec_Hogarama,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.76,0.76,0.62,0.62
375,Gepardec_Hogarama,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.37,0.37
376,Gepardec_Hogarama,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.67,0.67,0.40,0.40
377,Gepardec_Hogarama,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.51,0.51,0.39,0.39
378,Gepardec_Hogarama,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.70,0.70,0.48,0.48
379,Gepardec_Hogarama,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.30,0.30,0.09,0.09
380,Gepardec_Hogarama,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.21,0.21,0.08,0.08
381,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.78,0.78,0.47,0.47
382,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.83,0.83,0.54,0.54
383,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.36,0.36
384,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.64,0.64,0.36,0.36
385,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.60,0.60,0.30,0.30
386,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.64,0.64,0.46,0.46
387,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.45,0.45,0.11,0.11
388,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.53,0.53,0.24,0.24
389,Hakky54_mutual-tls-ssl,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.55,0.55,0.44,0.44
390,Hakky54_mutual-tls-ssl,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.73,0.73,0.56,0.56
391,Hakky54_mutual-tls-ssl,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.53,0.53,0.43,0.43
392,Hakky54_mutual-tls-ssl,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.57,0.57,0.31,0.31
393,Hakky54_mutual-tls-ssl,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.67,0.67,0.67,0.67
394,Hakky54_mutual-tls-ssl,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.77,0.77,0.78,0.78
395,Hakky54_mutual-tls-ssl,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.56,0.56,0.28,0.28
396,Hakky54_mutual-tls-ssl,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.36,0.36,0.20,0.20
397,JetBrains_jediterm,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.61,0.61,0.50,0.50
