setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
Fine-Tuned,AuScope_NVCLAnalyticalServices,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on deploy.token.secure: invalid value on secure string: {:secure=>********************} / [x] [warn] on deploy: deprecated key: skip_cleanup (not supported in dpl v2, use cleanup)"
Few-Shot,AuScope_NVCLAnalyticalServices,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Few-Shot,AuScope_NVCLAnalyticalServices,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,AuScope_NVCLAnalyticalServices,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Few-Shot,AuScope_NVCLAnalyticalServices,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,"[actionlint rc=1] actions.yml:36:15: the runner of ""actions/upload-artifact@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue [action] /    | / 36 |         uses: actions/upload-artifact@v3 /    |               ^~~~~~~~~~~~~~~~~~~~~~~~~~"
Few-Shot,AuScope_NVCLAnalyticalServices,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml"", line 31, column 5 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml"", line 32, column 3 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 31 column 5"
Few-Shot,AuScope_NVCLAnalyticalServices,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
Few-Shot,AuScope_NVCLAnalyticalServices,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml: / [x] [warn] on deploy: deprecated key: skip_cleanup (not supported in dpl v2, use cleanup) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
Few-Shot,AuScope_NVCLAnalyticalServices,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AuScope_NVCLAnalyticalServices/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on deploy.provider: dropping unknown value: github-release / [x] [error] on deploy.on.tags: dropping unexpected map, expected bool ({:only=>[AuScope/NVCLAnalyticalServices]}) / [x] [warn] on addons: unknown key github-release ({:api_key=>${{ secrets.GITHUB_TOKEN }}}) / [x] [warn] on deploy: unknown key api_key (${{ secrets.GITHUB_TOKEN }}) / [x] [warn] on deploy: unknown key file (build/libs/*.jar) / [x] [warn] on deploy: unknown key args (--tag-name ${{ github.ref }} --upload-all) / [x] [warn] on deploy: deprecated key: skip_cleanup (not supported in dpl v2, use cleanup) / [x] [warn] on root: unknown key on ({:branches=>{:only=>[master, develop]}, :tags=>{:only=>[AuScope/NVCLAnalyticalServices]}}) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
CIMig,AxonIQ_axonserver-connector-java,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/AxonIQ_axonserver-connector-java/03_CIMig_Travis_to_GHA/AxonIQ_axonserver-connector-java_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/AxonIQ_axonserver-connector-java/03_CIMig_Travis_to_GHA/AxonIQ_axonserver-connector-java_original.yml"", line 5, column 7 | [actionlint rc=1] AxonIQ_axonserver-connector-java_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,AxonIQ_axonserver-connector-java,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/AxonIQ_axonserver-connector-java/04_CIMig_GHA_to_Travis/AxonIQ_axonserver-connector-java_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/AxonIQ_axonserver-connector-java/04_CIMig_GHA_to_Travis/AxonIQ_axonserver-connector-java_travis.yml"", line 6, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/AxonIQ_axonserver-connector-java/04_CIMig_GHA_to_Travis/AxonIQ_axonserver-connector-java_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 6 column 9"
Zero-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 34, column 1 | [actionlint rc=1] actions.yml:34:0: could not parse as YAML: yaml: line 34: found character that cannot start any token [syntax-check] /    | / 34 | ``` /    |"
Zero-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:9:7: ""services"" section is scalar node but mapping node is expected [syntax-check] /   | / 9 |       docker /   |       ^~~~~~ / actions.yml:44:5: unexpected key ""after_success"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"", ""outputs"", ""permissions"", ""runs-on"", ""secrets"", ""services"", ""steps"", ""strategy"", ""timeout-minutes"", ""uses"", ""with"" [syntax-check] /    | / 44 |     after_success: /    |     ^~~~~~~~~~~~~~ / actions.yml:53:5: unexpected key ""after_failure"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"", ""outputs"", ""permissions"", ""runs-on"", ""secrets"", ""services"", ""steps"", ""strategy"", ""timeout-minutes"", ""uses"", ""with"" [syntax-check] /    | / 53 |     after_failure: /    |     ^~~~~~~~~~~~~~"
Zero-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml: / [x] [error] on deploy.provider: dropping unknown value: echo Deploying to production / [x] [error] on deploy.provider: dropping unknown value: echo Deploying to staging / [x] [error] on services: dropping unknown value: docker-compose / [x] [error] on jobs.include: dropping unexpected str, expected map (JDK_VERSION=8) / [x] [error] on jobs.include: dropping unexpected str, expected map (JDK_VERSION=11) / [x] [error] on jobs.allow_failures: dropping unexpected str, expected map (JDK_VERSION=8)"
Zero-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on root: duplicate key: before_install / [x] [error] on language: dropping unknown value: ubuntu / [x] [error] on deploy: missing required key: provider / [x] [error] on before_install: dropping unexpected map, expected str ({:run=>export MAVEN_OPTS=\-Xmx2048M -XX:MaxPermSize=512m\\nexport JAVA_HOME=$JDK\nexport PATH=$JAVA_HOME/bin:$PATH\n}) / [x] [error] on install: dropping unexpected map, expected str ({:run=>if [ -f mvnw ]; then\n  echo \Using local mvnw\\nelse\n  echo \Downloading mvnw\\n  curl -sL https://github.com/tanzanite-oss/mvnw/releases/download/1.0.20/mvnw -o mvnw\n  chmod +x mvnw\nfi\n}) / [x] [warn] on jobs.include: unknown key JDCK (temurin/11)"
Fine-Tuned,AxonIQ_axonserver-connector-java,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_08/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Fine-Tuned,AxonIQ_axonserver-connector-java,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_08/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_08/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)
Few-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:9:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /   | / 9 |       - docker /   |       ^"
Few-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Few-Shot,AxonIQ_axonserver-connector-java,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 35, column 1 | [actionlint rc=1] actions.yml:35:0: could not parse as YAML: yaml: line 35: found character that cannot start any token [syntax-check] /    | / 35 | ``` /    |"
Few-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)
Few-Shot,AxonIQ_axonserver-connector-java,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/AxonIQ_axonserver-connector-java/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
